date.run,trial.no,prey,bin.no,crab.no,length,weight,eaten,by.day1,by.day2,require.correction
20-Nov-21,A-6,varnish.clam,5,EGC-03,28,3,1,MY,LV,maybe
20-Nov-21,A-6,varnish.clam,7,GRA-Sm34,48,20.8,0,MY,LV,maybe
20-Nov-21,A-6,varnish.clam,7,GRA-Sm34,50,23.6,0,MY,LV,maybe
20-Nov-21,A-6,varnish.clam,7,GRA-Sm34,32,5.1,0,MY,LV,maybe
20-Nov-21,A-6,varnish.clam,9,GRA-Sm27,46,17.1,0,MY,LV,maybe
20-Nov-21,A-6,varnish.clam,9,GRA-Sm27,49,20.4,0,MY,LV,maybe
20-Nov-21,A-6,varnish.clam,9,GRA-Sm27,28,3.2,0,MY,LV,maybe
15-Nov-21,B-5,varnish.clam,1,GRA-Lg26,45,20.8,0,LV,MY,maybe
15-Nov-21,B-5,varnish.clam,1,GRA-Lg26,49,20.4,0,LV,MY,maybe
15-Nov-21,B-5,varnish.clam,1,GRA-Lg26,31,5.2,0,LV,MY,maybe
15-Nov-21,B-5,varnish.clam,3,GRA-Lg16,27,3.5,0,LV,MY,maybe
15-Nov-21,B-5,varnish.clam,3,GRA-Lg16,43,15.4,0,LV,MY,maybe
15-Nov-21,B-5,varnish.clam,3,GRA-Lg16,47,22.6,0,LV,MY,maybe
15-Nov-21,B-5,varnish.clam,5,EGC-04,41,15,1,LV,MY,maybe
15-Nov-21,B-5,varnish.clam,5,EGC-04,40,12.8,1,LV,MY,maybe
15-Nov-21,B-5,varnish.clam,5,EGC-04,28,3.1,0,LV,MY,maybe
15-Nov-21,B-5,varnish.clam,7,NA,NA,NA,NA,NA,MY,NA
15-Nov-21,B-5,varnish.clam,9,GRA-Sm09,46,19.1,0,LV,MY,maybe
15-Nov-21,B-5,varnish.clam,9,GRA-Sm09,49,19.6,0,LV,MY,maybe
15-Nov-21,B-5,varnish.clam,9,GRA-Sm09,29,3.2,0,LV,MY,maybe
21-Nov-21,B-6,varnish.clam,1,GRA-Lg31,48,15.9,0,LV,AP,maybe
21-Nov-21,B-6,varnish.clam,1,GRA-Lg31,15,13.5,0,LV,AP,maybe
21-Nov-21,B-6,varnish.clam,1,GRA-Lg31,27,3.5,0,LV,AP,maybe
21-Nov-21,B-6,varnish.clam,3,EGC-23,47,18.3,0,LV,AP,maybe
21-Nov-21,B-6,varnish.clam,3,EGC-23,46,17,0,LV,AP,maybe
21-Nov-21,B-6,varnish.clam,3,EGC-23,30,4.3,0,LV,AP,maybe
21-Nov-21,B-6,varnish.clam,5,EGC-10,44,22.1,0,LV,AP,maybe
21-Nov-21,B-6,varnish.clam,5,EGC-10,47,24.3,0,LV,AP,maybe
21-Nov-21,B-6,varnish.clam,5,EGC-10,37,8.4,0,LV,AP,maybe
21-Nov-21,B-6,varnish.clam,7,EGC-24,46,18.3,1,LV,AP,maybe
21-Nov-21,B-6,varnish.clam,7,EGC-24,44,16.1,1,LV,AP,maybe
21-Nov-21,B-6,varnish.clam,7,EGC-24,28,3.5,0,LV,AP,maybe
21-Nov-21,B-6,varnish.clam,9,GRA-Sm16,45,18.1,0,LV,AP,maybe
21-Nov-21,B-6,varnish.clam,9,GRA-Sm16,51,26,1,LV,AP,maybe
21-Nov-21,B-6,varnish.clam,9,GRA-Sm16,27,3.1,0,LV,AP,maybe
16-Nov-21,C-5,varnish.clam,1,EGC-39,45,19,0,,MY,maybe
16-Nov-21,C-5,varnish.clam,1,EGC-39,50,26.1,0,,MY,maybe
16-Nov-21,C-5,varnish.clam,1,EGC-39,25,3.5,0,,MY,maybe
16-Nov-21,C-5,varnish.clam,3,EGC-31,46,16,0,,MY,maybe
16-Nov-21,C-5,varnish.clam,3,EGC-31,46,23.3,0,,MY,maybe
16-Nov-21,C-5,varnish.clam,3,EGC-31,30,5.1,0,,MY,maybe
16-Nov-21,C-5,varnish.clam,5,EGC-15,46,20.8,0,,MY,maybe
16-Nov-21,C-5,varnish.clam,5,EGC-15,48,22.1,0,,MY,maybe
16-Nov-21,C-5,varnish.clam,5,EGC-15,25,2.8,0,,MY,maybe
16-Nov-21,C-5,varnish.clam,7,EGC-41,45,20.4,0,,MY,maybe
16-Nov-21,C-5,varnish.clam,7,EGC-41,43,17.4,0,,MY,maybe
16-Nov-21,C-5,varnish.clam,7,EGC-41,27,4.2,0,,MY,maybe
16-Nov-21,C-5,varnish.clam,9,EGC-43,51,25.7,0,,MY,maybe
16-Nov-21,C-5,varnish.clam,9,EGC-43,46,21.9,0,,MY,maybe
16-Nov-21,C-5,varnish.clam,9,EGC-43,30,4.7,1,,MY,maybe
22-Nov-21,C-6,varnish.clam,1,NA,NA,NA,NA,AP,MY,NA
22-Nov-21,C-6,varnish.clam,3,EGC-34,48,16.1,0,AP,MY,maybe
22-Nov-21,C-6,varnish.clam,3,EGC-34,49,21.6,1,AP,MY,maybe
22-Nov-21,C-6,varnish.clam,3,EGC-34,32,5,0,AP,MY,maybe
22-Nov-21,C-6,varnish.clam,5,EGC-16,50,20.7,0,AP,MY,maybe
22-Nov-21,C-6,varnish.clam,5,EGC-16,45,16.6,0,AP,MY,maybe
22-Nov-21,C-6,varnish.clam,5,EGC-16,29,3.1,0,AP,MY,maybe
22-Nov-21,C-6,varnish.clam,7,EGC-32,49,21.4,0,AP,MY,maybe
22-Nov-21,C-6,varnish.clam,7,EGC-32,51,21.2,1,AP,MY,maybe
22-Nov-21,C-6,varnish.clam,7,EGC-32,27,3.3,0,AP,MY,maybe
22-Nov-21,C-6,varnish.clam,9,EGC-40,46,20.9,1,AP,MY,maybe
22-Nov-21,C-6,varnish.clam,9,EGC-40,46,19.1,0,AP,MY,maybe
22-Nov-21,C-6,varnish.clam,9,EGC-40,25,2.2,0,AP,MY,maybe
30-Oct-21,D-2,varnish.clam,1,GRA-Lg06,48,22,0,BH,BH,no
30-Oct-21,D-2,varnish.clam,1,GRA-Lg06,30,3.6,0,BH,BH,no
30-Oct-21,D-2,varnish.clam,3,GRA-Lg25,45,17.4,0,BH,BH,no
30-Oct-21,D-2,varnish.clam,3,GRA-Lg25,28,2.9,0,BH,BH,no
30-Oct-21,D-2,varnish.clam,5,GRA-Lg27,42,14.2,0,BH,BH,no
30-Oct-21,D-2,varnish.clam,5,GRA-Lg27,27,3.2,0,BH,BH,no
30-Oct-21,D-2,varnish.clam,7,EGC-42,41,12.1,0,BH,BH,no
30-Oct-21,D-2,varnish.clam,7,EGC-42,29,3.4,0,BH,BH,no
30-Oct-21,D-2,varnish.clam,9,GRA-Sm17,45,18.6,0,BH,BH,no
30-Oct-21,D-2,varnish.clam,9,GRA-Sm17,28,3.6,0,BH,BH,no
05-Nov-21,D-3,varnish.clam,1,GRA-Lg11,48,22.3,0,CW,MY,no
05-Nov-21,D-3,varnish.clam,1,GRA-Lg11,52,25.4,0,CW,MY,no
05-Nov-21,D-3,varnish.clam,1,GRA-Lg11,33,5.7,0,CW,MY,no
05-Nov-21,D-3,varnish.clam,3,GRA-Lg15,48,21.3,0,CW,MY,no
05-Nov-21,D-3,varnish.clam,3,GRA-Lg15,17,0.9,0,CW,MY,no
05-Nov-21,D-3,varnish.clam,3,GRA-Lg15,45,15,0,CW,MY,no
05-Nov-21,D-3,varnish.clam,5,EGC-12,43,16.5,0,CW,MY,no
05-Nov-21,D-3,varnish.clam,5,EGC-12,52,25.8,0,CW,MY,no
05-Nov-21,D-3,varnish.clam,5,EGC-12,30,3.6,1,CW,MY,no
05-Nov-21,D-3,varnish.clam,7,GRA-Sm22,32,5.1,0,CW,MY,no
05-Nov-21,D-3,varnish.clam,7,GRA-Sm22,40,12.3,0,CW,MY,no
05-Nov-21,D-3,varnish.clam,7,GRA-Sm22,48,18.2,0,CW,MY,no
05-Nov-21,D-3,varnish.clam,9,EGC-36,28,3.5,0,CW,MY,no
05-Nov-21,D-3,varnish.clam,9,EGC-36,48,21.1,0,CW,MY,no
05-Nov-21,D-3,varnish.clam,9,EGC-36,48,16.6,0,CW,MY,no
31-Oct-21,E-2,varnish.clam,1,EGC-05,48,21.5,0,BH,MY,no
31-Oct-21,E-2,varnish.clam,1,EGC-05,44,16.2,0,BH,MY,no
31-Oct-21,E-2,varnish.clam,1,EGC-05,28,2.9,0,BH,MY,no
31-Oct-21,E-2,varnish.clam,3,EGC-09,46,19.2,1,BH,MY,no
31-Oct-21,E-2,varnish.clam,3,EGC-09,49,21.9,1,BH,MY,no
31-Oct-21,E-2,varnish.clam,3,EGC-09,31,4.8,0,BH,MY,no
31-Oct-21,E-2,varnish.clam,5,GRA-Sm03,48,18.1,0,BH,MY,no
31-Oct-21,E-2,varnish.clam,5,GRA-Sm03,44,16.9,0,BH,MY,no
31-Oct-21,E-2,varnish.clam,5,GRA-Sm03,30,4,0,BH,MY,no
31-Oct-21,E-2,varnish.clam,7,GRA-Sm06,50,23.7,0,BH,MY,no
31-Oct-21,E-2,varnish.clam,7,GRA-Sm06,48,17.2,0,BH,MY,no
31-Oct-21,E-2,varnish.clam,7,GRA-Sm06,27,3.4,0,BH,MY,no
31-Oct-21,E-2,varnish.clam,9,EGC-14,49,20.4,0,BH,MY,no
31-Oct-21,E-2,varnish.clam,9,EGC-14,43,16,0,BH,MY,no
31-Oct-21,E-2,varnish.clam,9,EGC-14,26,2.7,0,BH,MY,no
06-Nov-21,E-3,varnish.clam,1,EGC-08,45,18,1,MY,AP/LV,yes
06-Nov-21,E-3,varnish.clam,1,EGC-08,47,21.1,0,MY,AP/LV,yes
06-Nov-21,E-3,varnish.clam,1,EGC-08,29,4.4,1,MY,AP/LV,yes
06-Nov-21,E-3,varnish.clam,3,EGC-11,44,18,0,MY,AP/LV,yes
06-Nov-21,E-3,varnish.clam,3,EGC-11,47,19.6,0,MY,AP/LV,yes
06-Nov-21,E-3,varnish.clam,3,EGC-11,26,2.9,0,MY,AP/LV,yes
06-Nov-21,E-3,varnish.clam,5,GRA-Sm25,44,19.3,0,MY,AP/LV,yes
06-Nov-21,E-3,varnish.clam,5,GRA-Sm25,49,23.6,0,MY,AP/LV,yes
06-Nov-21,E-3,varnish.clam,5,GRA-Sm25,27,3.3,0,MY,AP/LV,yes
06-Nov-21,E-3,varnish.clam,7,GRA-Sm10,46,19.1,0,MY,AP/LV,yes
06-Nov-21,E-3,varnish.clam,7,GRA-Sm10,44,18.6,0,MY,AP/LV,yes
06-Nov-21,E-3,varnish.clam,7,GRA-Sm10,24,2.3,0,MY,AP/LV,yes
06-Nov-21,E-3,varnish.clam,9,GRA-Sm19,47,20.1,0,MY,AP/LV,yes
06-Nov-21,E-3,varnish.clam,9,GRA-Sm19,45,22.2,0,MY,AP/LV,yes
06-Nov-21,E-3,varnish.clam,9,GRA-Sm19,25,3.3,0,MY,AP/LV,yes
01-Nov-21,F-2,varnish.clam,1,GRA-Lg-24,45,15.5,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,1,GRA-Lg-24,47,18.6,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,1,GRA-Lg-24,25,2.8,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,1,GRA-Lg-24,26,3.2,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,3,GRA-Lg19,45,24.8,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,3,GRA-Lg19,46,22,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,3,GRA-Lg19,29,4.4,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,3,GRA-Lg19,21,2.2,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,5,EGC-06,45,23.1,1,LV,MY,yes
01-Nov-21,F-2,varnish.clam,5,EGC-06,49,20.5,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,5,EGC-06,25,3.4,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,5,EGC-06,25,3.2,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,7,EGC-18,50,25.8,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,7,EGC-18,46,19.4,1,LV,MY,yes
01-Nov-21,F-2,varnish.clam,7,EGC-18,32,11.9,1,LV,MY,yes
01-Nov-21,F-2,varnish.clam,7,EGC-18,23,2.6,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,9,GRA-Sm07,43,17.8,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,9,GRA-Sm07,44,18,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,9,GRA-Sm07,34,9.2,0,LV,MY,yes
01-Nov-21,F-2,varnish.clam,9,GRA-Sm07,25,3.7,0,LV,MY,yes
07-Nov-21,F-3,varnish.clam,1,GRA-Lg03,52,27.7,0,AP,LV,yes
07-Nov-21,F-3,varnish.clam,1,GRA-Lg03,43,14.5,1,AP,LV,yes
07-Nov-21,F-3,varnish.clam,1,GRA-Lg03,31,5,0,AP,LV,yes
07-Nov-21,F-3,varnish.clam,3,EGC-02,47,17,0,AP,LV,yes
07-Nov-21,F-3,varnish.clam,3,EGC-02,44,16,1,AP,LV,yes
07-Nov-21,F-3,varnish.clam,3,EGC-02,28,3.5,0,AP,LV,yes
07-Nov-21,F-3,varnish.clam,5,EGC-07,48,20.9,0,AP,LV,yes
07-Nov-21,F-3,varnish.clam,5,EGC-07,44,15.5,0,AP,LV,yes
07-Nov-21,F-3,varnish.clam,5,EGC-07,26,2.8,0,AP,LV,yes
07-Nov-21,F-3,varnish.clam,7,GRA-Sm05,45,17.9,0,AP,LV,yes
07-Nov-21,F-3,varnish.clam,7,GRA-Sm05,47,23.3,0,AP,LV,yes
07-Nov-21,F-3,varnish.clam,7,GRA-Sm05,39,10.6,1,AP,LV,yes
07-Nov-21,F-3,varnish.clam,9,GRA-Sm33,48,15.7,,AP,LV,yes
07-Nov-21,F-3,varnish.clam,9,GRA-Sm33,48,21.2,,AP,LV,yes
07-Nov-21,F-3,varnish.clam,9,GRA-Sm33,37,8.4,,AP,LV,yes
